idNFT,urlNFT,imageNFT,nameNFT,salesNFT,volumnNFT,changeNFT,floorPriceNFT,gateway,datetime
97,https://rarible.com/treeofalpha,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pLnNlYWRuLmlvL2djcy9maWxlcy82Y2NjZDhhZTc3ZGM5ZmQyMDc3YmU4YzQ5YWE5MTNkZC5wbmc/dz01MDAmYXV0bz1mb3JtYXQ=,TreeNFT,100,76.95 ETH,—,41 ETH,rarible,12/12/2023
98,https://rarible.com/official-v1-punks,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pcGZzLmlvL2lwZnMvUW1SVjRWOVpBNGZxUlhtMlJlOFJZN0FjZ1RhRkR3d2dMbktFaXBGaks3QmVzYg==,V1 Cryptopunks (Wrapped),1K,76.23 ETH,-26.20%,3.97 ETH,rarible,12/12/2023
99,https://rarible.com/lasercat-nft,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9saDMuZ29vZ2xldXNlcmNvbnRlbnQuY29tL0NvcXV4Z3ZWZVloYlA3RjVQUW0wUFV1UXhyTFMtR0ljY1BRWGpVaEtnUE8yV0JMVzV3ZHpLRHlFOWtrcjFwSHNSRjh3YXNobEY1NXBPekpRN0pRWEdGeVRxdHVNd3dCV0h1SnM9czEyMA==,LaserCat,68,75.93 ETH,473.80%,4.8 ETH,rarible,12/12/2023
100,https://rarible.com/yatc,https://assets.raribleuserdata.com/prod/v1/image/t_avatar_big/aHR0cHM6Ly9pLnNlYWRuLmlvL2djcy9maWxlcy80YzY5NTc4OTBkYTgxZmMzNWY5MDYzMDUwM2YzZTQ5MC5wbmc/dz01MDAmYXV0bz1mb3JtYXQ=,YouAreTheChampion,212,74.2 ETH,270.40%,—,rarible,12/12/2023
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
