idNFT,urlNFT,imageNFT,nameNFT,salesNFT,volumnNFT,changeNFT,floorPriceNFT,gateway,datetime
11,https://www.binance.com/vi/nft/collection/lil-pudgys-528399448512405505?isBack=1,https://public.nftstatic.com/static/nft/webp/448fce1fabc24a46b4a1cba661fec292_64x64.webp,Lil Pudgys,"7,462",1.1K ETH,-66.32,0.97 ETH,binance,15/12/2023
12,https://www.binance.com/vi/nft/collection/mutant-ape-yacht-club-505303452945186817?isBack=1,,Mutant Ape Yacht Club,"11,394",5.6K ETH,-10.01,5.29 ETH,binance,15/12/2023
13,https://www.binance.com/vi/nft/collection/element-benders-666761507224772609?isBack=1,,Element Benders,51,3.76 BNB,0,0.06 BNB,binance,15/12/2023
14,https://www.binance.com/vi/nft/collection/skyborne--nexian-gems-734764074398892033?isBack=1,,Skyborne - Nexian Gems,661,667.44 ETH,240.11,1.3 ETH,binance,15/12/2023
15,https://www.binance.com/vi/nft/collection/moonbirds-569066442241241089?isBack=1,,Moonbirds,"5,845",1.4K ETH,56.77,1.38 ETH,binance,15/12/2023
16,https://www.binance.com/vi/nft/collection/metaverse-ape-yacht-club-753770820135309313?isBack=1,,Metaverse Ape Yacht Club,68,3.22 BNB,-82.82,0.06 BNB,binance,15/12/2023
17,https://www.binance.com/vi/nft/collection/neon-cuts-671432400327327744?isBack=1,,NEON CUTS,200,3.29 BNB,0,0.05 BNB,binance,15/12/2023
18,https://www.binance.com/vi/nft/collection/the-marvel-avengers-782592521111695360?isBack=1,,The Marvel Avengers,16,2.53 BNB,-20.52,0.04 BNB,binance,15/12/2023
19,https://www.binance.com/vi/nft/collection/bitcoin-holders-748922437476036608?isBack=1,,Bitcoin Holders,134,2.94 BNB,-62.82,0.04 BNB,binance,15/12/2023
20,https://www.binance.com/vi/nft/collection/block-legends-718120215278723072?isBack=1,,Block Legends,610,2.4646 BTC,73.75,0.0032 BTC,binance,15/12/2023
21,https://www.binance.com/vi/nft/collection/clone-x--x-takashi-murakami-533652760429920257?isBack=1,,CLONE X - X TAKASHI MURAKAMI,"9,648",656.16 ETH,-58.77,1.17 ETH,binance,15/12/2023
22,https://www.binance.com/vi/nft/collection/opepen-edition-668545431091167233?isBack=1,,Opepen Edition,"4,141",213.13 ETH,-36.91,0.39 ETH,binance,15/12/2023
23,https://www.binance.com/vi/nft/collection/pudgy-penguins-507850950909366272?isBack=1,,Pudgy Penguins,"4,383",4.7K ETH,-51.22,10.91 ETH,binance,15/12/2023
24,https://www.binance.com/vi/nft/collection/cool-hare-647055688078360577?isBack=1,,COOL HARE,101,4.08 BNB,74.23,< 0.01 BNB,binance,15/12/2023
25,https://www.binance.com/vi/nft/collection/azuki-elementals-726319061462085633?isBack=1,,Azuki Elementals,"4,647",242.78 ETH,-41.04,0.58 ETH,binance,15/12/2023
26,https://www.binance.com/vi/nft/collection/rose-collection-668759428913696768?isBack=1,,Rose Collection,360,2.15 BNB,-58.32,0.02 BNB,binance,15/12/2023
