"idNFT","urlNFT","imageNFT","nameNFT","salesNFT","volumnNFT","changeNFT","floorPriceNFT"
"36","https://www.binance.com/vi/nft/collection/lil-pudgys-528399448512405505?isBack=1","https://public.nftstatic.com/static/nft/webp/448fce1fabc24a46b4a1cba661fec292_64x64.webp","Lil Pudgys","7,482","168.31 ETH","+26.06","0.94 ETH"
"37","https://www.binance.com/vi/nft/collection/skyborne--nexian-gems-734764074398892033?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-extdata-loader/S3/1689946330913_hi8avbupzoisif73e7zjtr3t1x7r8rib_64x64.webp","Skyborne - Nexian Gems","699","113.54 ETH","-4.20","0.7 ETH"
"38","https://www.binance.com/vi/nft/collection/azuki-566536999900893185?isBack=1","https://public.nftstatic.com/static/nft/webp/303d4787c96242a1bb000136dd57f405_64x64.webp","Azuki","4,202","1.1K ETH","-2.04","6.5 ETH"
"39","https://www.binance.com/vi/nft/collection/kandyland-696739778014744576?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-extdata-loader/S3/1680880570454_45wtm4cu1xba1kpzkwzthcrzf2v3ali9_64x64.webp","Kandyland","2,142","6.48 ETH","+33,850.55","0.05 ETH"
"40","https://www.binance.com/vi/nft/collection/bitmates-706629948352376833?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-extdata-loader/S3/1683238570394_9heue7g9w0ak84snwwplkkbz0hp5izqf_64x64.webp","Bitmates","1,995","4.61 ETH","+0.00","0.05 ETH"
"41","https://www.binance.com/vi/nft/collection/pudgy-penguins-507850950909366272?isBack=1","https://public.nftstatic.com/static/nft/webp/9e9d1ca1a76847418c3a10ac13c627db_64x64.webp","Pudgy Penguins","4,402","1K ETH","+166.13","9.96 ETH"
"42","https://www.binance.com/vi/nft/collection/mutant-ape-yacht-club-505303452945186817?isBack=1","https://public.nftstatic.com/static/nft/webp/2c66a6e10df04bbea3eff518e06f8d73_64x64.webp","Mutant Ape Yacht Club","11,432","473.29 ETH","-15.52","5.19 ETH"
"43","https://www.binance.com/vi/nft/collection/funapes-nft-669149289953771521?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-cex/S3/1674302423555_402k0xa58icwguf2d9jynvsua3c6i9pa_64x64.webp","FunApes NFT","4","2.7 ETH","+3,472.25","0.04 ETH"
"44","https://www.binance.com/vi/nft/collection/moonbirds-569066442241241089?isBack=1","https://public.nftstatic.com/static/nft/webp/5966121f53a842f793d02d24cf196e1c_64x64.webp","Moonbirds","5,796","161.19 ETH","+241.52","2.06 ETH"
"45","https://www.binance.com/vi/nft/collection/opepen-edition-668545431091167233?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-cex/S3/1674158452400_vx3wp10xif320ent425wm1a378f7hr77_64x64.webp","Opepen Edition","4,146","33.95 ETH","+41.13","0.38 ETH"
"46","https://www.binance.com/vi/nft/collection/imaginary-rides-709344088172728321?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-extdata-loader/S3/1683885731934_3k673uorkq7zu17sw68fuezeqclta5hz_64x64.webp","Imaginary Rides","1,943","13.34 ETH","-49.93","0.15 ETH"
"47","https://www.binance.com/vi/nft/collection/kpr-664790673723109376?isBack=1","https://public.nftstatic.com/static/nft/webp/ff69bc17499540388fb659be5a65b094_64x64.webp","KPR","7","8.79 ETH","+3,051.87","0.14 ETH"
"48","https://www.binance.com/vi/nft/collection/azuki-elementals-726319061462085633?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-extdata-loader/S3/1687932850971_35r93kq25q763r0zvu5o5lg7id729hej_64x64.webp","Azuki Elementals","4,673","43.21 ETH","-3.95","0.56 ETH"
"49","https://www.binance.com/vi/nft/collection/degods-694369170047053825?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-cex/S3/1680315311520_bbkd4ll4i5ylykbam34twi0omc736x8p_64x64.webp","DeGods","2,545","186.35 ETH","-42.98","3.01 ETH"
"50","https://www.binance.com/vi/nft/collection/allstarz-official-679084715994247169?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-cex/S3/1676671213730_hj4aysbrjp5xhhkg7isybutk6lljq3go_64x64.webp","Allstarz Official","397","0.66 ETH","+437.92","< 0.01 ETH"
"51","https://www.binance.com/vi/nft/collection/azuki-elemental-beans-726020668084563969?isBack=1","https://public.nftstatic.com/static/nft/res/0ac510b4d43d490eb847787c7f67b4c2.jpeg","Azuki Elemental Beans","1,529","37.07 ETH","+398.20","0.73 ETH"
"52","https://www.binance.com/vi/nft/collection/milady-maker-640794577033273345?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-cex/S3/1667874736142_4iimvwacp4r3v0khr6j8sr2tlzyxs8zr_64x64.webp","Milady Maker","3,537","151.14 ETH","+32.35","2.87 ETH"
"53","https://www.binance.com/vi/nft/collection/alts-by-adidas-692844154568654849?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-cex/S3/1679951719465_3slit7lh161wl4hnzrc6079axrpu157r_64x64.webp","ALTS by adidas","8,695","5.32 ETH","+324.75","0.1 ETH"
"54","https://www.binance.com/vi/nft/collection/bored-ape-yacht-club-505570382194139137?isBack=1","https://public.nftstatic.com/static/nft/webp/7c2bdc6c55a84d2aaff2f348522825cc_64x64.webp","Bored Ape Yacht Club","5,639","1.3K ETH","+14.40","27.19 ETH"
"55","https://www.binance.com/vi/nft/collection/gemesis-695709251536801793?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-extdata-loader/S3/1680634925214_xtb6fk14mq6we8qt87wamdypf3uxs0uy_64x64.webp","Gemesis","45,175","0.94 ETH","+143.53","0.01 ETH"
"56","https://www.binance.com/vi/nft/collection/oh-ottie-675649623394525185?isBack=1","https://public.nftstatic.com/static/nft/webp/nft-cex/S3/1675852223820_w5amaa3vrimv452ral6oekwcu3p0uhi9_64x64.webp","Oh Ottie!","--","48.62 ETH","+50.63","1.36 ETH"
